"source_site","job_id","job_title","company_name","location","salary_min","salary_max","date_posted","tags","job_description","scraped_date"
"RemoteOK","1130113_dup","Customer Support Representative West Coast Hours","Comply","United States","0","0","2026-02-06","saas, consulting, technical, support, software, financial, investment, finance, management, excel, sales","Who Are We:Comply is the leading provider of compliance SaaS and consulting services for the global financial services sector. With more than 5,000 clients and hundreds of employees across the globe, Comply empowers Chief Compliance Officers and their teams to proactively manage regulatory obligations, mitigate risk, and scale with efficiency and confidence.Comply serves thousands of global financial services clients including broker-dealers, insurers, investment banks, private funds, RIAs, and wealth managers who rely on Comply offerings to power their compliance programs.To learn more about Comply, visit comply.comThe RoleComplyâ¯is looking for a polished, passionate, and empatheticâ¯Customer Support Representativeâ¯to join our dynamic team and take our highly-rated customer support services to the next level! In this role, you will be responsible for acting as a liaison between Technical Support and Product Teams to advocate our clientâs needs, managing client account activatio...","2026-02-11"
"RemoteOK","1130134_dup","Sales Specialist Arbitrage and Quant","Kpler","Singapore","0","0","2026-02-07","support, growth, financial, management, lead, senior, sales","At Kpler, we are dedicated to helping our clients navigate complex markets with ease. By simplifying global trade information and providing valuable insights, we empower organisations to make informed decisions in commodities, energy, and maritime sectors. Since our founding in 2014, we have focused on delivering top-tier intelligence through user-friendly platforms. Our team of over 700 experts from 35+ countries works tirelessly to transform intricate data into actionable strategies, ensuring our clients stay ahead in a dynamic market landscape. Join us to leverage cutting-edge innovation for impactful results and experience unparalleled support on your journey to success.Weâre seeking a proactive, hands-on Sales Specialist to drive adoption and growth of Kplerâs new arbitrage solutions across APAC. This role is focused on expanding the adoption of our Kpler arbitrage and Bridgeton offerings within the region, working closely with the Product and Commercial teams to strengthen ou...","2026-02-11"
"RemoteOK","1130099_dup","Data Analyst","Restaurant365","Remote","0","0","2026-02-05","analyst, saas, python, technical, support, accounting, cloud, senior, operations, operational, excel, analytics, executive","Restaurant365 is a SaaS company disrupting the restaurant industry! Our cloud-based platform provides a unique, centralized solution for accounting and back-office operations for restaurants. Restaurant365âs culture is focused on empowering team members to produce top-notch results while elevating their skills. Weâre constantly evolving and improving to make sure we are and always will be âBest in Classâ ... and we want that for you too!Restaurant365 is seeking a Data Analyst to join our Enterprise Data Analytics team. This role supports business teams across the organization by helping turn data into insights that inform day-to-day decisions and longer-term planning.As a Data Analyst, you will partner with stakeholders to understand business questions, support reporting needs, and help maintain dashboards and KPIs. Youâll work within established data models and governance practices while continuing to build your technical and business analysis skills. This role is ideal for ...","2026-02-11"
"RemoteOK","1130129_dup","Audit Partner Quality Control","BPM LLP","United States","0","0","2026-02-07","system, training, technical, support, accounting, financial, leader, management, lead, senior, health, executive","BPM â where caring and community is in our company DNA; we are always striving to be our best selves; and weâre compelled to ask the questions that lead to innovation. As a senior leader within BPMâs Assurance practice, you will provide strategic oversight of the firmâs audit quality management system and champion a culture of audit excellence. You will help shape the firmâs long-term quality strategy, influence audit methodology, and guide the development of future leaders. Working with BPM means using your experiences, broadening your skills, and reaching your full potential in work and lifeâwhile also making a positive difference for your clients, colleagues, and communities. Our shared entrepreneurial spirit drives us to see and do things differently. Our passion for people makes BPM a place where everyone feels welcome, valued, and part of something bigger. Because People Matter. What you get: Â· Total rewards package: from flexible work arrangements to personalized be...","2026-02-11"
"RemoteOK","1130121_dup","Solution CAD Engineer III","Unlimited Technology","Remote","0","0","2026-02-07","design, system, security, technical, support, video, management, engineer, engineering, digital nomad","Come join our team! At Unlimited Technology, we are committed to our company's core values of Passion, Collaboration, Innovation and Adaptability. With offices throughout the United States, we are a premier cyber and physical security specialty contractor, and we are growing at a rapid pace. We have a wide range of talented and experienced individuals that deliver cutting edge technology solutions to meet our customers' ever-changing needs. We secure the facilities and networks of the world's leading brands and critical infrastructure and are recognized leaders in the physical and IT security, cyber, and managed services industries. UT offers a rewarding career, great benefits, and the chance to learn and work with ground-breaking technology and premier clients. SOLUTION CAD ENGINEER III Unlimited Technology (UT). designs, installs, and services integrated electronic and physical security systems (access control, intrusion detection, video surveillance, physical barriers, etc.) for gov...","2026-02-11"
"RemoteOK","1130109_dup","Civil Development Engineer","Intersect","United States","0","0","2026-02-06","design, technical, support, growth, financial, management, lead, operations, health, engineer, engineering, digital nomad","Weâre a team of friends bound together by a mission to preserve our planet for future generations through innovative energy solutions and modern infrastructure. In December 2025, Google announced an agreement to acquire Intersect, to enable more data center and generation capacity to come online faster while accelerating energy development and innovation. After close, weâll continue doing exactly what we were built to do - develop, construct, and operate the most ambitious power and data infrastructure in the country. Intersectâs operations will remain separate from Alphabet and Google under the Intersect brand. Weâre on an aggressive growth trajectory and looking for people hungry to tackle the largest energy challenges on the planet. Location & Team GatheringsIntersect has been a fully flexible workplace since its founding in 2016. Weâve been very intentional about the way we do things. We are not work-from-home, hybrid, or in-office - we are any and all of those options! D...","2026-02-11"
"RemoteOK","1130114_dup","GTM Automation Engineer","Postscript","Remote","0","0","2026-02-06","design, jira, salesforce, python, training, architect, technical, test, ux, code, web, lead, operations, marketing, sales, engineer, ecommerce, shopify, digital nomad","Trusted by more than 18,000 Shopify and Shopify Plus storesâlike Brooklinen, Ruggable, True Classic and Dr. SquatchâPostscript gives ecommerce brands the tools they need to run a world-class SMS marketing program. Weâre on a mission to make SMS the number-one revenue channel for ecommerce merchants by delivering an easy-to-use platform where they can grow their subscriber list, develop and test their messaging strategy, deliver excellent customer service, and drive sales and loyaltyâall in one place. We believe SMS is the most important marketing and sales channel of the decade, and that vision drives everything we do. Postscript was founded in 2018 as a 100% remote organization. With more than 250 employees (and counting!), weâre backed by Greylock, Y Combinator, and other top investors. We are building a new kind of team at the intersection of GTM, Data, and AI Tools. We believe AI offers a massive opportunity to revolutionize the GTM function, empowering builders to archit...","2026-02-11"
"RemoteOK","1130096_dup","Solutions Engineer","Lumana","Remote","140000","160000","2026-02-05","design, embedded, security, full-stack, technical, support, software, testing, voice, video, banking, leader, senior, sales, engineer, engineering, digital nomad","Lumana is on a mission to empower organizations by unlocking the value of their visual data â not just record the world, but to actually understand it and extract meaningful insights. Our AI video security platform delivers unmatched visibility and control, helping customers enhance security and safety, streamline operations, and respond instantly when it matters most.Founded in 2021, we are backed by tier-one Silicon Valley investors with deep team expertise in AI, computer vision, and machine learning. We are one of the fastest-growing video security companies and recently raised the largest Series A within our industry. Weâve built the most intelligent video security solution on the market â one that sees what matters, acts fast, and prevents what used to be inevitable.At Lumana, teams are small, dynamic, and trusted to lead. We think big, move fast, and execute like owners â because we are. Your impact here wonât be filtered. It will be visible, lasting, and real.As a Sol...","2026-02-11"
"RemoteOK","1130163_dup","Senior Staff Platform Engineer","Veeam Software","Remote, United States","0","0","2026-02-09","dev, design, cloud, microsoft, leader, lead, senior, go, engineer, digital nomad","Veeam, the #1 global market leader in data resilience, believes businesses should control all their data whenever and wherever they need it. Veeam provides data resilience through data backup, data recovery, data portability, data security, and data intelligence. Based in Seattle, Veeam protects over 550,000 customers worldwide who trust Veeam to keep their businesses running. Join us as we move forward together, growing, learning, and making a real impact for some of the worldâs biggest brands. The future of data resilience is here - go fearlessly forward with us.About the RoleWe are looking for a Senior Staff Platform Engineer to lead the design and evolution of our global cloud infrastructure, with deep expertise in Microsoft Azure. This role is ideal for a hands-Please mention the word **SPELLBINDING** and tag RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk when applying to show you read the job post completely (#RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk). This ...","2026-02-11"
"RemoteOK","1130138_dup","Growth Marketing Lead","Gaia Family Inc","Remote","120000","130000","2026-02-07","growth, testing, manager, financial, ads, lead, content, operations, marketing","Our VisionGaia is the first Value-Based family-building company. We give people control over their fertility with clinically proven pathways to parenthood â whether they want a child now or later â and take on the financial risk so that if we donât deliver successful outcomes, they donât pay. Gaia was born from our founderâs own harrowing journey through assisted fertility, and his resolve to build the experience he wished he had.Our mission is to give the best shot at parenthood to anyone who wants a family, with access to a network of clinics selected for their results, flexible payment options, and 90+ NPS wraparound care and support.The RoleAs a Growth Marketing Manager at Gaia, you will own and scale work streams across all things related our paid marketing ecosystem across both D2C and B2B audiences. You will lead strategy, execution, and optimization across all paid channels and emerging platforms to drive awareness, and member acquisition. Collaborating extensively wi...","2026-02-11"
"RemoteOK","1130165_dup","Senior Director Customer Success Product Portfolio Management","Veeam Software","Remote, United States","0","0","2026-02-10","dev, director, leader, management, senior, go, digital nomad","Veeam, the #1 global market leader in data resilience, believes businesses should control all their data whenever and wherever they need it. Veeam provides data resilience through data backup, data recovery, data portability, data security, and data intelligence. Based in Seattle, Veeam protects over 550,000 customers worldwide who trust Veeam to keep their businesses running. Join us as we move forward together, growing, learning, and making a real impact for some of the worldâs biggest brands. The future of data resilience is here - go fearlessly forward with us. Summary: Please mention the word **ELATED** and tag RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk when applying to show you read the job post completely (#RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","2026-02-11"
"RemoteOK","1130158_dup","Brand Designer","Tailscale","Remote","0","0","2026-02-09","design, system, designer, technical, software, ui, web, cloud, management, senior, marketing, full-time, digital nomad","About Tailscale Tailscale is building the new Internet by delivering software that makes it easy to securely interconnect people and their devices, no matter where they are. From hobbyists to multinational corporations, teams of every size use Tailscale each day to protect their networks, share access to internal tools, and more. We're building a future for the Internet that's easy, sensible, and safe, like it used to be. Founded in 2019 and fully distributed, we're backed by Accel, CRV, Insight, Heavybit, and Uncork Capital.Job Description Weâre looking for a Brand Designer to join the Brand Design team and help bring the Tailscale brand to life across marketing, web, and internal initiatives. This is a full-time role with availability during standard working hours. As a key contributor on a small but high-performing team, youâll work closely with senior designers, marketers, and cross-functional partners to create clean, thoughtful, and technically sound design assets. Youâll t...","2026-02-11"
"RemoteOK","1130140_dup","Launch Operations Lead","Arketa","Mexico City","60000","85000","2026-02-08","saas, technical, support, manager, lead, operations, operational, reliability, go, engineering","Arketa is hiring a Launch Operations Lead to support the quality, reliability, and coordination of customer launches.In this role, youâll partner closely with Onboarding, Migrations, Support, and Engineering to ensure launches stay on track and issues are addressed quickly and clearly when additional intervention is needed. Youâll bring structure and judgment to complex launch moments, helping teams move efficiently while maintaining a high bar for customer experience.Youâll report directly to the Migrations Team Manager to review daily, weekly and quarterly tasks to regulate a steady pipeline flow.This role is ideal for someone who enjoys operational problem-solving, cross-functional collaboration, and being a steady presence during high-impact moments.What Youâll DoSupport Launch Quality & ReliabilityMonitor launches and identify moments that require additional coordination or interventionStep in when launch timelines, data, payments, or app readiness create riskHelp ensure s...","2026-02-11"
"RemoteOK","1130166_dup","Advocate Federal","Figma","Washington, DC","0","0","2026-02-10","design, video, sales, digital nomad","Figma is growing our team of passionate creatives and builders on a mission to make design accessible to all. Figma's platform helps teams bring ideas to lifeâwhether you're brainstorming, creating a prototype, translating designs into code, or iterating with AI. From idea to product, Figma empowers teams to streamline workflows, move faster, and work together in real time from anywhere in the world. If you're excited to shape the future of design and collaboration, join us! At Figma, we're building a vibrant community where designers come together to learn, grow, and connect around their shared passion. Our Advocacy team is central to this missionâempowering our users through engaging content, meaningful interactions, and genuine advocacy. This Advocate would focus on supporting public sector organizations as they modernize how they design, build, and collaborate, partnering closely with our Marketing, Sales, and Product teams. You'll bring deep design expertise, authentic storyte...","2026-02-11"
"RemoteOK","1130109_dup","Civil Development Engineer","Intersect","United States","0","0","2026-02-06","design, technical, support, growth, financial, management, lead, operations, health, engineer, engineering, digital nomad","Weâre a team of friends bound together by a mission to preserve our planet for future generations through innovative energy solutions and modern infrastructure. In December 2025, Google announced an agreement to acquire Intersect, to enable more data center and generation capacity to come online faster while accelerating energy development and innovation. After close, weâll continue doing exactly what we were built to do - develop, construct, and operate the most ambitious power and data infrastructure in the country. Intersectâs operations will remain separate from Alphabet and Google under the Intersect brand. Weâre on an aggressive growth trajectory and looking for people hungry to tackle the largest energy challenges on the planet. Location & Team GatheringsIntersect has been a fully flexible workplace since its founding in 2016. Weâve been very intentional about the way we do things. We are not work-from-home, hybrid, or in-office - we are any and all of those options! D...","2026-02-11"
"RemoteOK","1130134_dup","Sales Specialist Arbitrage and Quant","Kpler","Singapore","0","0","2026-02-07","support, growth, financial, management, lead, senior, sales","At Kpler, we are dedicated to helping our clients navigate complex markets with ease. By simplifying global trade information and providing valuable insights, we empower organisations to make informed decisions in commodities, energy, and maritime sectors. Since our founding in 2014, we have focused on delivering top-tier intelligence through user-friendly platforms. Our team of over 700 experts from 35+ countries works tirelessly to transform intricate data into actionable strategies, ensuring our clients stay ahead in a dynamic market landscape. Join us to leverage cutting-edge innovation for impactful results and experience unparalleled support on your journey to success.Weâre seeking a proactive, hands-on Sales Specialist to drive adoption and growth of Kplerâs new arbitrage solutions across APAC. This role is focused on expanding the adoption of our Kpler arbitrage and Bridgeton offerings within the region, working closely with the Product and Commercial teams to strengthen ou...","2026-02-11"
"RemoteOK","1130157_dup","GL Accountant","Teamshares","Remote","0","0","2026-02-09","accountant, support, code, controller, accounting, bookkeeping, payroll, financial, bank, management","My Financial Partner | Remote (EST or CST preferred)My Financial Partner (MFP) brings the financial tools and support of large-scale businesses to small companies. At MFP, our experienced team of accounting professionals delivers high-quality, fractional accounting support to a growing network of small companies, all owned by Teamshares Inc., the largest acquirer of small businesses in the US. As part of this dynamic group of companies, youâll have the opportunity to make a real impact in the lives of small business owners and employees across the country.Position: GL Accountant\nRole Responsibilities:Responsible for recording financial transactions in the accounting systems for multiple client companies.Posts customer payments and maintains an up-to-date accounts receivable aging report, as necessary.Records vendor invoices in clientâs accounting system, uses accounting judgement to code expenses to proper ledger accounts, obtains authorization to pay, and schedules payments in au...","2026-02-11"
"RemoteOK","1130098_dup","QA Analyst","Proof of Play","Remote","5000","6000","2026-02-05","analyst, jira, ios, crypto, game, support, software, testing, test, qa, mobile, content, go","QA Analyst Remote | ContractPST-friendly hours preferred (or happy to flex!)We are a Series A company filled with veteran game developers and entrepreneurs creating mobile games that utilize blockchain technology to create an active player marketplace. Our vision is simple: we want to work together to create generation-defining games that fundamentally grant power and ownership to the players who play them.Our team has decades of experience building games at the scale of 100M+ players. Our team hails from Epic Games, Zynga, EA, Riot, Scopely, THQ and Activision, where we led $1b+ franchises like FarmVille and League of Legends. Weâve also been active as founders and investors in crypto since 2013 and are backed by world-class investors, like a16z.We are a fully remote company, built on a foundation of clear communication, respect, and collaboration. Your expertise can make a lasting impact here at Proof of Play and weâd love to connect with you and learn more. About the RoleLove fi...","2026-02-11"
"RemoteOK","1130081_dup","Machine Learning Engineer II Ad Forecasting","Spotify","New York, NY","0","0","2026-02-04","technical, ads, lead, health, engineer, engineering","We are seeking a Machine Learning Engineer with expertise in machine learning model development, AI engineering, online experimentation techniques, and large-scale engineering systems. This role will lead strategic initiatives and projects within Ads Forecasting. The Ads Forecasting squad focuses on building and maintaining the models and systems that predict future ad inventory,demand, and performance across Spotify's platform. By leveraging data and experimentation, we aim to provide accurate, timely forecasts that drive key business decisions, optimize ad delivery, and ensure the long-term health of our advertising business. We operate on the cutting edge of both machine learning and AI engineering, employing both in-house first party models developed through traditional machine learning and state-of-the-art time-series and predictive modeling techniques. We are looking for someone who is motivated by user and business problems as much as they are by technical problems, and who enPl...","2026-02-11"
"RemoteOK","1130071_dup","Technical Account Manager","FireMon","UK, Remote","0","0","2026-02-04","manager, design, hr, system, security, technical, support, software, banking, management, senior, health, digital nomad","FireMon has learned an unknown and unauthorized third party is impersonating FireMon HR as part of a phishing attempt. Communications from FireMon will always originate from the FireMon.com domain. FireMon will never ask for any banking information as part of an interview process. If you are concerned whether a communication from FireMon is legitimate, please contact us at security@firemon.comFireMon is a recognized innovator in global cybersecurity, leading the way with disruptive technologies and forward-thinking solutions. Here, proactive thinking is not just encouragedâitâs celebrated. Our fast-paced, cutting-edge environment fuels continuous innovation, shaping how we build products, support customers, and drive results every day.The Technical Account Manager (TAM) is a technical resource who advocates for designated customers and ensures customers' needs are known and managed across all offerings, including services, training, support, and product development. The TAM priorit...","2026-02-11"
"RemoteOK","1130110_dup","Senior Full Stack AI Engineer","AskVinny","Remote","100000","140000","2026-02-06","engineer, javascript, typescript, react, ai","This is a rare opportunity to join a leading UK PropTech startup that's already trusted by some of Europe's largest Build-to-Rent operators. The platform handles the entire property journey â from tenant enquiries to maintenance requests to referencing â all powered by autonomous AI agents.The company is remote-first with full autonomy, quarterly offsites, and a deeply product-focused culture. They're about to scale fast in Q1 2026, with plans to increase managed units by 14x. This is the moment to get in.You'll be joining a small, high-impact team where your work directly shapes the product. If you're excited by the idea of building AI-powered products that genuinely improve people's lives, this is for you.What You'll DoBuild and ship full-stack features across the product, from frontend interfaces to backend servicesIntegrate AI capabilities into real user workflows â making agents smarter, faster, and more reliableOwn features end-to-end: scoping, building, shipping, and itera...","2026-02-11"
"RemoteOK","1130073_dup","Software Development Engineer Test Brazil","Platform Science","Londrina","0","0","2026-02-04","software, test, design, growth, ui, code, engineer, digital nomad","Who We Are At Platform Science, we're working to connect everything that moves. Founded in 2015, we are an open IoT platform that partners with innovative fleets, application developers, vehicle manufacturers, and equipment providers in the transportation industry to deliver revolutionary solutions to supply chain professionals across the globe. Our employees are an engaging, diverse group of people who believe in the power of great ideas. We hire people with different experiences and perspectives to build a company culture that fuels growth through innovation. We value thoughtful actions and empathy for others. We approach challenges with resiliency and creativity, while encouraging transparency because, no matter our backgrounds or responsibilities, we are one team. About the Role Platform Science is seeking a skilled and proactive Software Development Engineer in Test (SDET) to contribute to the quality of our growing software products. You will independently design, develop, and ma...","2026-02-11"
"RemoteOK","1130151_dup","Talent Development Manager CDD","Pennylane","Paris","0","0","2026-02-09","manager, hr, system, training, technical, recruiter, support, software, test, growth, accounting, financial, finance, management, lead, legal, healthcare","Are you looking to have an impact on the daily life of millions of entrepreneurs in France (and tomorrow in Europe)?Are you looking for a work environment that values trust, proactivity, and autonomy?Are our Engineering principles aligned with your vision?Then Pennylane is the right place for you !Our visionWe aim to become the most beloved financial Operating System of French SMEs and Accounting Firms (and soon, European ones).We help entrepreneurs rid themselves of time-consuming tasks related to accounting and finance while providing them with access to key financial information to assist in making the best decisions for their business.About usPennylane is one of the fastest growing Fintechs in France (and soon to be in Europe!)In 5 years of existence, weâve managed to :ð» Make ourselves known as a groundbreaking accounting and financial software for small businesses and their accountantsð° Raise a total of â¬400 millions, including from Sequoia, the famous fund from the Sili...","2026-02-11"
"RemoteOK","1130133_dup","Technical Support Engineer Singapore","Dataiku","Singapore","0","0","2026-02-07","technical, support, growth, engineer, engineering","Dataiku is The Universal AI Platformâ¢, giving organizations control over their AI talent, processes, and technologies to unleash the creation of analytics, models, and agents. Providing no-, low-, and full-code capabilities, Dataiku meets teams where they are today, allowing them to begin building with AI using their existing skills and knowledge. Why Engineering at Dataiku? Dataiku's on-premise or SaaS-deployed platform connects many data science technologies, and our technology stack reflects our commitment to quality and innovation. We integrate the best of data and AI tech, selecting tools that truly enhance our product. From the latest LLMs to our dedication to open source communities, you'll work with a dynamic range of technologies and contribute to the collective knowledge of global tech innovators. You can find out even more about working in Engineering at Dataiku by taking a look here. What to know about the Dataiku Support Team At Dataiku, the Support organization is a ful...","2026-02-11"
"RemoteOK","1130074_dup","Senior Sales Engineer Data & AI Security","Veeam Software","Netherlands","0","0","2026-02-04","security, dev, leader, senior, sales, go, engineer, digital nomad","Veeam, the #1 global market leader in data resilience, believes businesses should control all their data whenever and wherever they need it. Veeam provides data resilience through data backup, data recovery, data portability, data security, and data intelligence. Based in Seattle, Veeam protects over 550,000 customers worldwide who trust Veeam to keep their businesses running. Join us as we move forward together, growing, learning, and making a real impact for some of the world's biggest brands. The future of data resilience is here - go fearlessly forward with us. About the Role: Please mention the word **AUDIBLY** and tag RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk when applying to show you read the job post completely (#RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","2026-02-11"
"RemoteOK","1130132_dup","Senior Product Marketer API","CoinGecko","Malaysia","0","0","2026-02-07","saas, defi, crypto, cryptocurrency, technical, support, growth, voice, financial, education, api, leader, strategy, content, senior, junior, marketer, marketing, sales, educational","CoinGecko is a global leader in tracking cryptocurrency data. Operating since 2014, CoinGecko has built the world's largest cryptocurrency data platform, tracking over 10,000 tokens across more than 400 exchanges, serving over 300 million page views in more than 100 countries, and handling more than 45 billion API calls every month. We are proud to have played a major part in mainstream awareness, adoption, and education of cryptocurrency globally.We at CoinGecko believe that cryptocurrency and blockchain will define the future of finance, bringing greater financial and economic freedom around the world. In anticipation of that future, CoinGecko is building the foundation to scale cryptocurrency market data to serve billions.ï»¿We practice transparent salaries and a level structure at CoinGecko:â¢ The salary for this position is RM14,042 - RM15,446.â¢ Learn more about our level structure at CoinGecko's Career Progression.We are hiring a Senior Product Marketer to drive the reach, ado...","2026-02-11"
"RemoteOK","1130128_dup","Senior FP&A & Strategic Finance","Access Softek","Remote","0","0","2026-02-07","saas, training, consulting, software, financial, finance, fintech, banking, leader, senior, excel, health, executive","Access Softek is a leader in the digital banking software space. We are seeking a high-agency finance professional to take ownership of our financial modeling, reporting infrastructure, and strategic analysis. This is not a traditional maintenance role. We are in a transitional phaseâmoving from QB Desktop to QBO, redefining our Chart of Accounts, and managing a financial carve-out of a historical business unit from our main operations. You will step in to replace an external consulting firm, bringing high-level work in-house and serving as the ""owner of the truth"" for our financial data. We need a ""Strategic Modeler""âsomeone who possesses elite Excel skills but uses them to tell a clear business story. You will be responsible for ensuring our financials are accurate at all times, handling complex revenue recognition, and providing the executive team with a clear view of SaaS metrics (ARR, NRR, Gross Margin) without needing 48 hours to clean the data first.This position is remote, ...","2026-02-11"
"RemoteOK","1130098_dup","QA Analyst","Proof of Play","Remote","5000","6000","2026-02-05","analyst, jira, ios, crypto, game, support, software, testing, test, qa, mobile, content, go","QA Analyst Remote | ContractPST-friendly hours preferred (or happy to flex!)We are a Series A company filled with veteran game developers and entrepreneurs creating mobile games that utilize blockchain technology to create an active player marketplace. Our vision is simple: we want to work together to create generation-defining games that fundamentally grant power and ownership to the players who play them.Our team has decades of experience building games at the scale of 100M+ players. Our team hails from Epic Games, Zynga, EA, Riot, Scopely, THQ and Activision, where we led $1b+ franchises like FarmVille and League of Legends. Weâve also been active as founders and investors in crypto since 2013 and are backed by world-class investors, like a16z.We are a fully remote company, built on a foundation of clear communication, respect, and collaboration. Your expertise can make a lasting impact here at Proof of Play and weâd love to connect with you and learn more. About the RoleLove fi...","2026-02-11"
"RemoteOK","1130163_dup","Senior Staff Platform Engineer","Veeam Software","Remote, United States","0","0","2026-02-09","dev, design, cloud, microsoft, leader, lead, senior, go, engineer, digital nomad","Veeam, the #1 global market leader in data resilience, believes businesses should control all their data whenever and wherever they need it. Veeam provides data resilience through data backup, data recovery, data portability, data security, and data intelligence. Based in Seattle, Veeam protects over 550,000 customers worldwide who trust Veeam to keep their businesses running. Join us as we move forward together, growing, learning, and making a real impact for some of the worldâs biggest brands. The future of data resilience is here - go fearlessly forward with us.About the RoleWe are looking for a Senior Staff Platform Engineer to lead the design and evolution of our global cloud infrastructure, with deep expertise in Microsoft Azure. This role is ideal for a hands-Please mention the word **SPELLBINDING** and tag RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk when applying to show you read the job post completely (#RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk). This ...","2026-02-11"
"RemoteOK","1130105_dup","Tech Product Manager Data Plataform Products","Neon Pagamentos","Remoto","0","0","2026-02-06","manager","Sobre a NeonNa Neon, cada ideia conta e pode transformar a vida financeira de milhares de brasileiras e brasileiros que acreditam que o cÃ©u Ã© o limite. Buscamos pessoas que querem contribuir com impacto real e crescer junto com a gente!Nosso ritmo Ã© intenso, assim como o aprendizado com gente muito talentosa e equipes colaborativas que geram impacto real desde o primeiro dia, com o bÃ´nus de trabalhar de qualquer lugar do Brasil.Aqui a inovaÃ§Ã£o e tecnologia andam juntos e diversidade Ã© decisÃ£o estratÃ©gica do negÃ³cio e compromisso que molda nossas decisÃµes e garante um ambiente acolhedor para todas as pessoas. Valorizamos a colaboraÃ§Ã£o, o diÃ¡logo aberto e entregas que compreendam as necessidades das pessoas que usam nossas soluÃ§Ãµes.Se vocÃª Ã© uma pessoa que gosta de construir, testar, aprender e se comprometer com a excelÃªncia, a Neon Ã© pra vocÃª.Vem fazer parte de um time que nÃ£o tem medo de sonhar grande e trabalha junto para elevar a barra todos os dias, fazendo o ...","2026-02-11"
"RemoteOK","1130158_dup","Brand Designer","Tailscale","Remote","0","0","2026-02-09","design, system, designer, technical, software, ui, web, cloud, management, senior, marketing, full-time, digital nomad","About Tailscale Tailscale is building the new Internet by delivering software that makes it easy to securely interconnect people and their devices, no matter where they are. From hobbyists to multinational corporations, teams of every size use Tailscale each day to protect their networks, share access to internal tools, and more. We're building a future for the Internet that's easy, sensible, and safe, like it used to be. Founded in 2019 and fully distributed, we're backed by Accel, CRV, Insight, Heavybit, and Uncork Capital.Job Description Weâre looking for a Brand Designer to join the Brand Design team and help bring the Tailscale brand to life across marketing, web, and internal initiatives. This is a full-time role with availability during standard working hours. As a key contributor on a small but high-performing team, youâll work closely with senior designers, marketers, and cross-functional partners to create clean, thoughtful, and technically sound design assets. Youâll t...","2026-02-11"
"RemoteOK","1130114_dup","GTM Automation Engineer","Postscript","Remote","0","0","2026-02-06","design, jira, salesforce, python, training, architect, technical, test, ux, code, web, lead, operations, marketing, sales, engineer, ecommerce, shopify, digital nomad","Trusted by more than 18,000 Shopify and Shopify Plus storesâlike Brooklinen, Ruggable, True Classic and Dr. SquatchâPostscript gives ecommerce brands the tools they need to run a world-class SMS marketing program. Weâre on a mission to make SMS the number-one revenue channel for ecommerce merchants by delivering an easy-to-use platform where they can grow their subscriber list, develop and test their messaging strategy, deliver excellent customer service, and drive sales and loyaltyâall in one place. We believe SMS is the most important marketing and sales channel of the decade, and that vision drives everything we do. Postscript was founded in 2018 as a 100% remote organization. With more than 250 employees (and counting!), weâre backed by Greylock, Y Combinator, and other top investors. We are building a new kind of team at the intersection of GTM, Data, and AI Tools. We believe AI offers a massive opportunity to revolutionize the GTM function, empowering builders to archit...","2026-02-11"
"RemoteOK","1130069_dup","Platform Architect .NET Full stack","Ubiminds","Remote","0","0","2026-02-04","architect, hr, technical, recruiter, support, software, growth, angular, engineer, full-time","Info on the Platform ArchitectWant to get to the next step in your international career? We can support you!Ubiminds is a GPTW-certified, people-first company that partners with American software product companies to scale their development footprint. Ubi custom-curates Brazilian top 5% talent for their LATAM strategy, offering a unique combo of staff augmentation and employer-of-record services.Ubiminds is assisting a company that is building an exciting new product suite for Public Safety. Key ResponsibilitiesPlan and architect approaches on key initiatives including having a single auth across all products which includes possible password migration, data consolidation of all power products to platform, upgrade gateway & queues, centralize administration across products Integrate and utilize messaging queues (RabbitMQ) and search/logging technologies (Elastic) to ensure reliable, observable, and scalable platform services.Provide technical support and guidance to product teams during...","2026-02-11"
